"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18", "Image 19" 
"o:vase.80"," Karastoyanov, Ivan Anastasov "," Studio portrait of Yanko Draganov and his wife Anastasia ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1902 "," 290; 560; 565; 590; 704; 700; 714; 710; 720; 890 ","  "," 2 "," vase.80-IMAGE.1.jpg "," vase.80-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.800"," Karastoyanov, Dimitar Anastasov "," Priest Neofit's school ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 340; 360; 551; 550; 554; 870 ","  "," 1 "," vase.800-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.801"," Karastoyanov, Dimitar Anastasov "," A Gabrovo street with the building of the Girls' School ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1909 "," 340; 360; 373; 370; 850; 870 ","  "," 1 "," vase.801-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.802"," Karastoyanov, Ivan Anastasov "," A view over Peshtera town ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 360 ","  "," 1 "," vase.802-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.803"," Karastoyanov, Ivan Anastasov "," A view of Karlovo town ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 340; 360 ","  "," 1 "," vase.803-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.804"," Karastoyanov, Ivan Anastasov "," A view of Batak village ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 360 ","  "," 1 "," vase.804-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.805"," Karastoyanov, Ivan Anastasov "," A school in Bratsigovo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 271; 270; 312; 310; 340; 360; 870 ","  "," 1 "," vase.805-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.806"," Karastoyanov, Ivan Anastasov "," The Regional School in the town of Pazardzhik ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 360; 870 ","  "," 1 "," vase.806-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.807"," Karastoyanov, Ivan Anastasov "," The church tower in Bratsigovo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 360 ","  "," 1 "," vase.807-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.808"," Karastoyanov, Ivan Anastasov "," A bridge at Topolnitsa river ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 491; 490; 341; 340 ","  "," 1 "," vase.808-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.809"," Karastoyanov, Ivan Anastasov "," Hristovich' house ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 362; 360; 369 ","  "," 1 "," vase.809-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.81"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Georgi Draganov and relatives ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," "," 290; 560; 565; 570; 590; 602; 600; 704; 700; 714; 710; 720; 890 ","  "," 1 "," vase.81-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.810"," Karastoyanov, Ivan Anastasov "," Chukur inn ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 360; 850 ","  "," 1 "," vase.810-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.811"," Karastoyanov, Ivan Anastasov "," Elena Belkovska's house ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 360 ","  "," 1 "," vase.811-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.812"," Karastoyanov, Ivan Anastasov "," Prince's street in Tatar Pazardzhik ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 340; 360; 491; 490 ","  "," 1 "," vase.812-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.813"," Karastoyanov, Ivan Anastasov "," The St. Petar monastery ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 231; 230; 290; 311; 310; 340; 360; 493; 490; 460 ","  "," 1 "," vase.813-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.814"," Karastoyanov, Ivan Anastasov "," Rajcho's bridge in the vicinity of Bratsigovo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 290; 311; 310; 493; 490; 461; 460; 462 ","  "," 1 "," vase.814-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.815"," Karastoyanov, Ivan Anastasov "," Mustakovi's house ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 231; 230; 340; 360; 533; 530; 373; 370 ","  "," 1 "," vase.815-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.816"," Karastoyanov, Ivan Anastasov "," Old baths ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 290; 312; 310; 340; 360; 515; 510 ","  "," 1 "," vase.816-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.817"," Karastoyanov, Dimitar Anastasov "," Built-in cupboards in Vretov's house ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 352; 350; 362; 360 ","  "," 1 "," vase.817-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.818"," Karastoyanov, Ivan Anastasov "," Ludzhene landscape ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 290; 340; 360; 890; 515; 510 ","  "," 1 "," vase.818-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.819"," Karastoyanov, Ivan Anastasov "," View of the Shipka pass ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 1892 "," "," "," 231; 230; 290; 487; 480; 492; 490; 820 ","  "," 1 "," vase.819-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.82"," Karastoyanov, Ivan Anastasov "," Studio portrait of Anastasia K. Stoyanova ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," "," 290; 551; 550; 554; 565; 560; 580; 590 ","  "," 2 "," vase.82-IMAGE.1.jpg "," vase.82-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.820"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a woman in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1882 "," "," 290; 300; 369; 360 ","  "," 1 "," vase.820-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.821"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a woman in folk dress ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.821-IMAGE.1.jpg "," vase.821-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.822"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.822-IMAGE.1.jpg "," vase.822-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.823"," Karastoyanov, Ivan Anastasov "," Studio portrait of a woman in folk dress ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1922 "," 290; 306; 300; 369; 360 ","  "," 2 "," vase.823-IMAGE.1.jpg "," vase.823-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.824"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a woman in folk dress ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.824-IMAGE.1.jpg "," vase.824-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.825"," Karastoyanov, Ivan Anastasov "," Studio portrait of a woman in folk dress ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1922 "," 290; 300; 369; 360 ","  "," 2 "," vase.825-IMAGE.1.jpg "," vase.825-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.826"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.826-IMAGE.1.jpg "," vase.826-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.827"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.827-IMAGE.1.jpg "," vase.827-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.828"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a woman in folk dress ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.828-IMAGE.1.jpg "," vase.828-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.829"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.829-IMAGE.1.jpg "," vase.829-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.83"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a young man ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1900 "," 560; 702; 700; 704; 714; 710 ","  "," 2 "," vase.83-IMAGE.1.jpg "," vase.83-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.830"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.830-IMAGE.1.jpg "," vase.830-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.831"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.831-IMAGE.1.jpg "," vase.831-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.832"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.832-IMAGE.1.jpg "," vase.832-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.833"," Karastoyanov, Dimitar Anastasov "," Studio portrait of a man in folk costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1886 "," 1892 "," 290; 369; 360 ","  "," 2 "," vase.833-IMAGE.1.jpg "," vase.833-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.834"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of a young woman ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1881 "," 290; 300 ","  "," 2 "," vase.834-IMAGE.1.jpg "," vase.834-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.835"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of two women and a man ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1862 "," 1878 "," 290; 300; 369; 360; 590; 890 ","  "," 2 "," vase.835-IMAGE.1.jpg "," vase.835-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.836"," Karastoyanov, Ivan Anastasov "," Studio portrait of Petko Voynikov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1922 "," 290; 306; 300; 5310; 530; 814; 810 ","  "," 2 "," vase.836-IMAGE.1.jpg "," vase.836-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.837"," Stojanović/Karastoyanov, Anastas Nikolov "," Studio portrait of a boy in folk costume ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," "," 290; 850 ","  "," 1 "," vase.837-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.838"," Karastoyanov, Ivan Anastasov or  Karastoyanov, Dimitar Anastasov "," Studio portrait of a boy ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1880 "," 1886 "," 231; 230; 290; 850 ","  "," 2 "," vase.838-IMAGE.1.jpg "," vase.838-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.839"," Karastoyanov, Ivan Anastasov "," Studio portrait of two children ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1885 "," 1888 "," 290; 850 ","  "," 2 "," vase.839-IMAGE.1.jpg "," vase.839-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.84"," Karastoyanov, Ivan Anastasov "," Studio portrait of Roberto I, Duke of Parma ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1893 "," 1894.01 "," 156; 150; 560; 565; 590; 600; 640; 714; 710 ","  "," 2 "," vase.84-IMAGE.1.jpg "," vase.84-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.840"," Karastoyanov, Ivan Anastasov "," Studio portrait of a man, a woman and two boys ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1885 "," "," 290; 300; 593; 590; 600; 850; 890 ","  "," 1 "," vase.840-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.841"," Karastoyanov, Bozhidar Dimitrov "," St. Nikola church in the district of Prilep ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," "," 290; 342; 340; 346; 360 ","  "," 2 "," vase.841-IMAGE.1.jpg "," vase.841-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.842"," Karastoyanov, Bozhidar Dimitrov "," Church of Saint Demetrius at Marko's Monastery ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," "," 342; 340; 346 ","  "," 2 "," vase.842-IMAGE.1.jpg "," vase.842-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.843"," Karastoyanov, Bozhidar Dimitrov "," Traditional ring dance called Horo ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," "," 290; 369; 360; 461; 460; 533; 530; 534; 535; 850 ","  "," 2 "," vase.843-IMAGE.1.jpg "," vase.843-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.844"," Karastoyanov, Bozhidar Dimitrov "," Open street market ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," "," 290; 363; 360; 369; 438; 430; 890 ","  "," 2 "," vase.844-IMAGE.1.jpg "," vase.844-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.845"," Karastoyanov, Bozhidar Dimitrov "," Ploughing ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," "," 231; 230; 240; 290; 311; 310; 462; 460 ","  "," 2 "," vase.845-IMAGE.1.jpg "," vase.845-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.846"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Konstantin Panitsa ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1885 "," 1890 "," 231; 230; 290; 660; 670; 680; 718; 710; 720 ","  "," 2 "," vase.846-IMAGE.1.jpg "," vase.846-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.847"," Karastoyanov, Ivan Anastasov "," Studio portrait of a woman in folk costume ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1922 "," 290; 306; 300; 369; 360 ","  "," 2 "," vase.847-IMAGE.1.jpg "," vase.847-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.848"," Karastoyanov, Ivan Anastasov "," Studio portrait of a woman in traditional costume ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1922 "," 290; 300; 369; 360 ","  "," 2 "," vase.848-IMAGE.1.jpg "," vase.848-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.849"," Karastoyanov, Bozhidar Dimitrov "," Varosh village ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," "," 290; 369; 360; 341; 340; 342; 461; 460; 462; 511; 510; 512 ","  "," 2 "," vase.849-IMAGE.1.jpg "," vase.849-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.85"," Karastoyanov, Bogdan Dimitrov "," King Boris III with his son and a nurse ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1937 "," 1938 "," 156; 150; 290; 560; 565; 590; 640; 740; 846; 840; 850; 890 ","  "," 2 "," vase.85-IMAGE.1.jpg "," vase.85-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.850"," Karastoyanov, Bozhidar Dimitrov "," Women from Peshtani village ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1928 "," "," 290; 369; 360; 501; 500; 511; 510; 512 ","  "," 2 "," vase.850-IMAGE.1.jpg "," vase.850-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.851"," Karastoyanova, Bilyana Braykova "," Self-portrait of Bilyana Karastoyanova ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," 2011 "," "," "," 215; 210; 217; 290; 341; 340; 342; 890; 5311; 530 ","  "," 1 "," vase.851-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.852"," Karastoyanov, Dimitar Anastasov "," Wedding portrait of Natalia Veleva and Georgi Georgiev ","Photograph","Boudoir","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1919 "," 292; 290; 301; 300; 590; 660; 701; 700; 704; 714; 710; 890 ","  "," 2 "," vase.852-IMAGE.1.jpg "," vase.852-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.853"," Karastoyanov, Ivan Anastasov "," Studio portrait of Natalia Veleva with a girlfriend ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1900 "," 290; 572; 570; 870; 890; 5310; 530 ","  "," 2 "," vase.853-IMAGE.1.jpg "," vase.853-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.854"," Karastoyanov, Dimitar Anastasov "," Studio portrait of the Boychinov family ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1907.11.03 "," 156; 150; 290; 301; 300; 594; 590; 630; 660; 701; 700; 704; 714; 710; 850; 890 ","  "," 2 "," vase.854-IMAGE.1.jpg "," vase.854-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.855"," Karastoyanov, Ivan Anastasov "," Studio portrait of Captain Petrov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," 1892 "," 700; 704; 714; 710 ","  "," 2 "," vase.855-IMAGE.1.jpg "," vase.855-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.856"," Karastoyanov, Ivan Anastasov "," Studio portrait of Lieutenant Dimitrov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1895.12.22 "," 700; 704; 714; 710 ","  "," 2 "," vase.856-IMAGE.1.jpg "," vase.856-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.857"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Nayco Tsanov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1892 "," 1900 "," 156; 150; 290; 5310; 530; 646; 640; 660; 690; 720 ","  "," 2 "," vase.857-IMAGE.1.jpg "," vase.857-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
