"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18", "Image 19" 
"o:vase.2700"," Schneeweis, Edmund "," Group portrait with Serbian peasants ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1915 "," 290; 560; 562; 360; 850 ","  "," 1 "," vase.2700-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2701"," Schneeweis, Edmund "," Residential house ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1912 "," 341; 340; 342; 362; 360 ","  "," 1 "," vase.2701-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2702"," unknown "," Group portrait ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1916 "," 290; 300; 369; 360 ","  "," 1 "," vase.2702-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2703"," unknown "," Cityscape ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1916 "," 330; 340; 360 ","  "," 1 "," vase.2703-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2704"," Vlajo, Cesar "," Fishermen at the waterside of Neretva ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 226; 220; 340; 360 ","  "," 1 "," vase.2704-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2705"," Vlajo, Cesar "," Street scene at a bazaar (čaršija) ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 290; 340; 363; 360; 444; 440; 562; 560 ","  "," 1 "," vase.2705-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2706"," Vlajo, Cesar "," Taking a rest ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 231; 230; 290; 360; 363; 462; 460 ","  "," 1 "," vase.2706-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2707"," Vlajo, Cesar "," Cityscape ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 133; 130; 231; 230; 340; 361; 360; 481; 480 ","  "," 1 "," vase.2707-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2708"," Vlajo, Cesar "," Scene on a bridge ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 290; 341; 340; 554; 550; 560; 562; 780 ","  "," 1 "," vase.2708-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2709"," Vlajo, Cesar "," Cityscape ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 340; 360 ","  "," 1 "," vase.2709-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.271"," Karastoyanov, Ivan Anastasov "," Poliksenia Stambolova with an infant ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1889 "," "," 156; 150; 290; 300; 551; 550; 560; 594; 590; 640; 850 ","  "," 2 "," vase.271-IMAGE.1.jpg "," vase.271-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2710"," Vlajo, Cesar "," Street scene with pack animals ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 290; 231; 230; 341; 340; 462; 460; 480; 560; 562; 780 ","  "," 1 "," vase.2710-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2711"," Vlajo, Cesar "," Street life in the Main Street of Mostar ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 340; 363; 360; 444; 440 ","  "," 1 "," vase.2711-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2712"," Vlajo, Cesar "," Officer's mess ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 340; 360; 710 ","  "," 1 "," vase.2712-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2713"," Vlajo, Cesar "," Hotel Neretva ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1900 "," 1938 "," 340; 360 ","  "," 1 "," vase.2713-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2714"," Tomlinović, Stjepan "," Old Bridge (Stari Most) ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1920 "," 340; 360 ","  "," 1 "," vase.2714-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2715"," Jellasca, Anton "," Traditional Herzegovinian costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," 1900 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2715-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2716"," Jellasca, Anton "," Traditional Herzegovinian costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," 1900 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2716-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2717"," Tomlinović, Stjepan "," Traditional Herzegovinian costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1920 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2717-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2718"," Schädler, Anton "," Traditional Herzegovinian costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1881 "," 1912 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2718-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2719"," Landau, Alexander "," Traditional Herzegovinian costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2719-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.272"," Karastoyanov, Ivan Anastasov "," Poliksenia and Malta Stanchovi ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1888 "," "," 156; 150; 290; 300; 551; 550; 560; 600; 640 ","  "," 2 "," vase.272-IMAGE.1.jpg "," vase.272-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2720"," Jellasca, Anton "," Traditional Herzegovinian costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," 1900 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2720-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2721"," Jellasca, Anton "," Traditional Herzegovinian costumes ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," 1900 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2721-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2722"," unknown "," Traditional Herzegovinian costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1925 "," 290; 411; 410; 554; 550; 560; 562 ","  "," 1 "," vase.2722-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2723"," Kajon, Daniel A. "," Traditional Herzegovinian costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2723-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2724"," Kajon, Daniel A. "," Traditional Herzegovinian costume ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 290; 554; 550; 560; 562 ","  "," 1 "," vase.2724-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2725"," Jellasca, Anton "," Studio portrait of a man in traditional Herzegovinian clothes ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1865 "," 1900 "," 290; 411; 410; 554; 550; 560; 562 ","  "," 1 "," vase.2725-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2726"," Schädler, Anton "," Studio portrait of a man in ornate traditional clothes ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1881 "," 1912 "," 290; 411; 410; 554; 550; 560; 562 ","  "," 1 "," vase.2726-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2727"," Sárosý, M. B. "," Studio portrait of a Herzegovinian man in uniform ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1900 "," 290; 411; 410; 554; 550; 560; 562 ","  "," 1 "," vase.2727-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2728"," Tomlinović, Stjepan "," Studio portrait of a poorly dressed old man ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1920 "," 290; 560; 735; 730; 888; 880 ","  "," 2 "," vase.2728-IMAGE.1.jpg "," vase.2728-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2729"," Tomlinović, Stjepan "," Studio portrait of a poorly dressed old man ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1920 "," 290; 560; 735; 730; 888; 880 ","  "," 1 "," vase.2729-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.273"," Karastoyanov, Dimitar Anastasov "," Studio portrait of Vera Stambolova and Vladimir Stanchov ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1915 "," "," 156; 150; 290; 551; 550; 560; 600 ","  "," 2 "," vase.273-IMAGE.1.jpg "," vase.273-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2730"," Landau, Alexander "," Studio portrait of a poorly dressed old man ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 290; 560; 735; 730; 888; 880 ","  "," 2 "," vase.2730-IMAGE.1.jpg "," vase.2730-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2731"," unknown "," Bosnian Beggar (Glad Rags) ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 290; 560; 735; 730 ","  "," 2 "," vase.2731-IMAGE.1.jpg "," vase.2731-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2732"," Schädler, Anton "," Studio portrait of a man in shabby clothes ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1888 "," 290; 560; 735; 730 ","  "," 1 "," vase.2732-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2733"," unknown "," Studio portrait of a man in an aristocratic costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 290; 300; 554; 550; 560; 562 ","  "," 1 "," vase.2733-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2734"," unknown "," Studio portrait of a man in an aristocratic costume ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 290; 300; 411; 410; 554; 550; 560; 562; 714; 710 ","  "," 1 "," vase.2734-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2735"," Tomlinović, Stjepan "," Studio portrait of a man in urban clothes from Herzegovina ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1918 "," 290; 411; 410; 554; 550; 560; 562; 714; 710 ","  "," 1 "," vase.2735-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2736"," Tomlinović, Stjepan "," Studio portrait of a man in urban clothes from Herzegovina ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1895 "," 1918 "," 290; 411; 410; 554; 550; 560; 562; 714; 710 ","  "," 1 "," vase.2736-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2737"," Deutsch, Armin "," Studio portrait of a man in urban clothes ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1918 "," 290; 411; 410; 554; 550; 560; 562 ","  "," 1 "," vase.2737-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2738"," Schädler, Anton "," Studio portrait of a man in urban clothes with traditional elements ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1912 "," 290; 554; 550; 560; 562; 411; 410; 890 ","  "," 1 "," vase.2738-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2739"," unknown "," Turk ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 290; 554; 550; 560; 562; 890 ","  "," 1 "," vase.2739-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.274"," Karastoyanov, Dimitar Anastasov "," Portrait of two girls in urban clothes ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1899 "," "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.274-IMAGE.1.jpg "," vase.274-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2740"," unknown "," Muslim cemetery ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1942 "," 760; 850; 290; 346; 340 ","  "," 1 "," vase.2740-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2741"," Schädler, Anton "," Studio portrait of a young Christian townswoman ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1912 "," 290; 554; 550; 562; 560; 890; 300 ","  "," 1 "," vase.2741-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2743"," Kajon, Daniel A. "," Studio portrait of a young Christian townswoman ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 290; 554; 550; 562; 560; 890; 300 ","  "," 1 "," vase.2743-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2744"," Kajon, Daniel A. "," Studio portrait of a young Christian townswoman ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 290; 554; 550; 562; 560; 890; 300 ","  "," 1 "," vase.2744-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2745"," unknown "," Studio portrait of a young unmarried townswoman ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 290; 554; 550; 562; 560; 890; 300 ","  "," 1 "," vase.2745-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2746"," Schädler, Anton "," Studio portrait of a young Christian townswoman ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1912 "," 290; 554; 550; 562; 560; 890; 300 ","  "," 1 "," vase.2746-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2747"," Schädler, Anton "," Studio portrait of two young women ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1912 "," 290; 300; 554; 550; 562; 560; 890 ","  "," 1 "," vase.2747-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2748"," Kajon, Daniel A. "," Back view studio portrait of a young woman ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 290; 300; 400 ","  "," 1 "," vase.2748-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2749"," Kajon, Daniel A. "," Sarajevo / Street Life / Ćemaluša Street ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 340; 360; 363; 369; 231; 230 ","  "," 2 "," vase.2749-IMAGE.1.jpg "," vase.2749-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.275"," Karastoyanov, Ivan Anastasov "," Portrait of Stefan (Asen) Stambolov as a baby ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1894 "," "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.275-IMAGE.1.jpg "," vase.275-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2750"," Kajon, Daniel A. "," Street Life In The Countryside ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 231; 230; 480; 850 ","  "," 2 "," vase.2750-IMAGE.1.jpg "," vase.2750-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2751"," Kajon, Daniel A. "," Street scene with a donkey ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 231; 230; 347; 340; 346; 363; 360; 432; 430; 481; 480 ","  "," 2 "," vase.2751-IMAGE.1.jpg "," vase.2751-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2752"," Rickert, Anton or  Hoiger, Anton "," Studio shot of a Muslim woman in a sedan chair ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1892 "," 290; 462; 460; 554; 550; 560; 562; 890; 780; 480 ","  "," 2 "," vase.2752-IMAGE.1.jpg "," vase.2752-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2753"," Schädler, Anton "," Portrait of a woman with a headscarf ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1912 "," 290; 554; 550; 560; 562; 780 ","  "," 1 "," vase.2753-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2754"," Schädler, Anton "," Studio portrait of a woman in an urban dress ","Photograph","Carte de visite","Creative Commons [CC BY-NC-ND 3.0]"," "," 1879 "," 1912 "," 290; 300; 554; 550; 560; 562 ","  "," 1 "," vase.2754-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2755"," unknown "," Ljubuški / Čaršija Žabljak ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 290; 340; 347; 363; 360 ","  "," 1 "," vase.2755-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2756"," unknown "," Street life in a residential quarter ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 271; 270; 340; 360; 482; 480 ","  "," 1 "," vase.2756-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2757"," unknown "," Mills at a waterfall ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 368; 360; 376; 370 ","  "," 1 "," vase.2757-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2758"," unknown "," Water mill ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 312; 310; 340; 360; 376; 370 ","  "," 1 "," vase.2758-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2759"," unknown "," Foča cityscape ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 340; 360; 480; 490; 500 ","  "," 2 "," vase.2759-IMAGE.1.jpg "," vase.2759-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.276"," Karastoyanov, Dimitar Anastasov "," Portrait of Stefan (Asen) Stambolov as a boy ","Photograph","Cabinet","Creative Commons [CC BY-NC-ND 3.0]"," "," 1896 "," 1900 "," 156; 150; 290; 551; 550; 560; 850; 600; 640 ","  "," 2 "," vase.276-IMAGE.1.jpg "," vase.276-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2760"," unknown "," Mostar cityscape ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 133; 130; 340; 360 ","  "," 2 "," vase.2760-IMAGE.1.jpg "," vase.2760-IMAGE.2.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2761"," unknown "," Herzegovinian village ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 133; 130; 340; 360 ","  "," 1 "," vase.2761-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2762"," unknown "," Herzegovinian village ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 340; 360; 490; 377; 370; 131; 130 ","  "," 1 "," vase.2762-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2763"," unknown "," Weir system ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," "," 1918 "," 132; 130; 133; 340; 360; 712; 710 ","  "," 1 "," vase.2763-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2764"," unknown "," Settlement ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 133; 130; 340; 360 ","  "," 1 "," vase.2764-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2765"," unknown "," Mosque with a clock tower ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 340; 360 ","  "," 1 "," vase.2765-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2766"," unknown "," Mosque ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 346; 340 ","  "," 1 "," vase.2766-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
"o:vase.2767"," unknown "," City panorama ","Photograph","Not specified","Creative Commons [CC BY-NC-ND 3.0]"," "," 1878 "," 1918 "," 133; 130; 340; 360 ","  "," 1 "," vase.2767-IMAGE.1.jpg ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  ","  " 
