"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1" 
"o:baci.1349"," "," Still photograph from the Romanian feature film ‘O noapte furtunoasă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1943 "," "," "," 546; 540 ","  "," 1 "," baci.1349-IMAGE.1.jpg " 
"o:baci.1350"," "," Still photograph from the Romanian feature film ‘O noapte furtunoasă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1943 "," "," "," 546; 540 ","  "," 1 "," baci.1350-IMAGE.1.jpg " 
"o:baci.1351"," "," Still photograph from the Romanian feature film ‘O noapte furtunoasă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1943 "," "," "," 546; 540 ","  "," 1 "," baci.1351-IMAGE.1.jpg " 
"o:baci.1352"," "," Still photograph from the Romanian feature film ‘O noapte furtunoasă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1943 "," "," "," 546; 540 ","  "," 1 "," baci.1352-IMAGE.1.jpg " 
"o:baci.1353"," "," Still photograph from the Romanian feature film ‘O noapte furtunoasă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1943 "," "," "," 546; 540 ","  "," 1 "," baci.1353-IMAGE.1.jpg " 
"o:baci.1354"," "," Still photograph from the Romanian feature film ‘Trenul fantomă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1933 "," "," "," 546; 540 ","  "," 1 "," baci.1354-IMAGE.1.jpg " 
"o:baci.1355"," "," Still photograph from the Romanian feature film ‘Trenul fantomă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1933 "," "," "," 546; 540 ","  "," 1 "," baci.1355-IMAGE.1.jpg " 
"o:baci.1356"," "," Still photograph from the Romanian feature film ‘Trenul fantomă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1933 "," "," "," 546; 540 ","  "," 1 "," baci.1356-IMAGE.1.jpg " 
"o:baci.1357"," "," Still photograph from the Romanian feature film ‘Trenul fantomă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1933 "," "," "," 546; 540 ","  "," 1 "," baci.1357-IMAGE.1.jpg " 
"o:baci.1358"," "," Still photograph from the Romanian feature film ‘Trenul fantomă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1933 "," "," "," 546; 540 ","  "," 1 "," baci.1358-IMAGE.1.jpg " 
"o:baci.1359"," "," Still photograph from the Romanian feature film ‘Trenul fantomă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1933 "," "," "," 546; 540 ","  "," 1 "," baci.1359-IMAGE.1.jpg " 
"o:baci.1360"," "," Still photograph from the Romanian feature film ‘Visul lui Tănase’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1932 "," "," "," 546; 540 ","  "," 1 "," baci.1360-IMAGE.1.jpg " 
"o:baci.1361"," "," Still photograph from the Romanian feature film ‘Visul lui Tănase’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1932 "," "," "," 546; 540 ","  "," 1 "," baci.1361-IMAGE.1.jpg " 
"o:baci.1362"," "," Still photograph from the Romanian feature film ‘Visul unei nopţi de iarnă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1946 "," "," "," 546; 540 ","  "," 1 "," baci.1362-IMAGE.1.jpg " 
"o:baci.1363"," "," Still photograph from the Romanian feature film ‘Visul unei nopţi de iarnă’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1946 "," "," "," 546; 540 ","  "," 1 "," baci.1363-IMAGE.1.jpg " 
"o:baci.1365"," "," Advertisement for the Romanian feature film ‘Independenţă României’ ","Leaflet","Not specified","Arhiva Naţională de Filme"," "," 1912 "," "," 546; 540 ","  "," 1 "," baci.1365-IMAGE.1.jpg " 
"o:baci.1366"," "," Shooting of the Romanian feature film ‘Independenţă României’ ","Photograph","Not specified","Arhiva Naţională de Filme"," "," 1912 "," "," 546; 540 ","  "," 1 "," baci.1366-IMAGE.1.jpg " 
"o:baci.1367"," "," Still photograph from the Romanian feature film ‘Independenţă României’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1912 "," "," "," 546; 540 ","  "," 1 "," baci.1367-IMAGE.1.jpg " 
"o:baci.1368"," "," Still photograph from the Romanian feature film ‘Independenţă României’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1912 "," "," "," 546; 540 ","  "," 1 "," baci.1368-IMAGE.1.jpg " 
"o:baci.1369"," "," Still photograph from the Romanian feature film ‘Independenţă României’ ","Still photograph","Not specified","Arhiva Naţională de Filme"," 1912 "," "," "," 546; 540 ","  "," 1 "," baci.1369-IMAGE.1.jpg "
