"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18" 
"o:vismig.m.2001.1","Ritopečki, Jovan"," Gruppe von Männern am Gang "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S001; S003; S011; S018 "," 2 "," 2001_img27.jpg "," 2001_img28.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2001.2","Ritopečki, Jovan"," Männer vor der Tür der österreichischen Anwerbekommission "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S001; S003; S011; S018 "," 2 "," 2001_img29.jpg "," 2001_img30.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2001.3","Ritopečki, Jovan"," Wartende am Gang bei der französischen Anwerbekommission "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S001; S003; S011; S018 "," 2 "," 2001_img31.jpg "," 2001_img32.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2001.4","Ritopečki, Jovan"," Männer warten in einem Zimmer "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S001; S003; S011; S018 "," 2 "," 2001_img33.jpg "," 2001_img34.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2001.5","Ritopečki, Jovan"," Männer beim Kartenspiel "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S018; S035 "," 4 "," 2001_img35.jpg "," 2001_img36.jpg "," 2001_img37.jpg "," 2001_img38.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2001.6","Ritopečki, Jovan"," Frauen bei der Büroarbeit "," Photographic negative ","  ",NL Jovan Ritopečki"," 1970 "," "," ","  "," S001; S003; S009; S011 "," 6 "," 2001_img39.jpg "," 2001_img40.jpg "," 2001_img41.jpg "," 2001_img42.jpg "," 2001_img43.jpg "," 2001_img44.jpg "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2002.1","Ritopečki, Jovan"," Kind beim Kochen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025; S037 "," 1 "," 2002_img1.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2002.2","Ritopečki, Jovan"," Füttern eines Kleinkindes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 8 "," 2002_img2.jpg "," 2002_img3.jpg "," 2002_img4.jpg "," 2002_img5.jpg "," 2002_img6.jpg "," 2002_img7.jpg "," 2002_img8.jpg "," 2002_img9.jpg "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2002.3","Ritopečki, Jovan"," Kind bei Hausarbeit "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025; S037 "," 4 "," 2002_img10.jpg "," 2002_img11.jpg "," 2002_img12.jpg "," 2002_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2002.4","Ritopečki, Jovan"," Sechs Kinder beim Fernsehen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S017; S025; S037 "," 8 "," 2002_img14.jpg "," 2002_img15.jpg "," 2002_img16.jpg "," 2002_img17.jpg "," 2002_img18.jpg "," 2002_img19.jpg "," 2002_img20.jpg "," 2002_img21.jpg "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.1","Ritopečki, Jovan"," Straßenansicht "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  ","  "," 1 "," 2003_img1.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.10","Ritopečki, Jovan"," Junger Mann blickt in die Kamera "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S024 "," 2 "," 2003_img17.jpg "," 2003_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.11","Ritopečki, Jovan"," Männer stehen in einem Gang zwischen Kästen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S028; S037 "," 1 "," 2003_img19.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.12","Ritopečki, Jovan"," Zwei Frauen sitzen auf einem Bett "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S009; S025; S037 "," 1 "," 2003_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.13","Ritopečki, Jovan"," Frau mit Katze "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S025 "," 1 "," 2003_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.14","Ritopečki, Jovan"," Gruppenporträt von Bewohner*innen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S025; S037 "," 3 "," 2003_img22.jpg "," 2003_img23.jpg "," 2003_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.15","Ritopečki, Jovan"," Junger Mann kocht "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 2 "," 2003_img25.jpg "," 2003_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.16","Ritopečki, Jovan"," Männer sitzen um einen Tisch "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S025; S037 "," 4 "," 2003_img27.jpg "," 2003_img28.jpg "," 2003_img29.jpg "," 2003_img30.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.2","Ritopečki, Jovan"," Außenansicht eines Hauses "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 2 "," 2003_img2.jpg "," 2003_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.3","Ritopečki, Jovan"," Mann in Zimmer mit Radio "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S010; S017; S025; S037 "," 3 "," 2003_img6.jpg "," 2003_img7.jpg "," 2003_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.4","Ritopečki, Jovan"," Mann am Gang "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 1 "," 2003_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.5","Ritopečki, Jovan"," Zwei junge Männer in Innenraum "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 1 "," 2003_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.6","Ritopečki, Jovan"," Schlafstätte in Gemeinschaftsunterkunft "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S025; S037 "," 1 "," 2003_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.7","Ritopečki, Jovan"," Junge Männer auf einer Sitzbank "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S028; S037 "," 2 "," 2003_img12.jpg "," 2003_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.8","Ritopečki, Jovan"," Männer unterhalten sich auf einem Bett "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S025; S037 "," 2 "," 2003_img14.jpg "," 2003_img15.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2003.9","Ritopečki, Jovan"," Junger Mann blickt in den Spiegel "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 1 "," 2003_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2004.1","Ritopečki, Jovan"," Kind am Gang "," Photographic negative ","  ",NL Jovan Ritopečki"," 1975 "," "," ","  "," S013; S037 "," 1 "," 2004_img1.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2004.2","Ritopečki, Jovan"," Gesellige Zusammenkunft in einer Wohnung "," Photographic negative ","  ",NL Jovan Ritopečki"," 1975 "," "," ","  "," S020; S025; S037 "," 2 "," 2004_img2.jpg "," 2004_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2004.3","Ritopečki, Jovan"," Paar an Gang "," Photographic negative ","  ",NL Jovan Ritopečki"," 1975 "," "," ","  "," S017; S037 "," 1 "," 2004_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2004.4","Ritopečki, Jovan"," Paar im Eingangsbereich einer Wohnung "," Photographic negative ","  ",NL Jovan Ritopečki"," 1975 "," "," ","  "," S037 "," 2 "," 2004_img5.jpg "," 2004_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2004.5","Ritopečki, Jovan"," Familie sitzt um Esstisch "," Photographic negative ","  ",NL Jovan Ritopečki"," 1975 "," "," ","  "," S007; S025; S037 "," 2 "," 2004_img7.jpg "," 2004_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2004.6","Ritopečki, Jovan"," Mann am Gang "," Photographic negative ","  ",NL Jovan Ritopečki"," 1975 "," "," ","  "," S033; S037 "," 1 "," 2004_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2004.7","Ritopečki, Jovan"," Mann spielt auf Zieharmonika vor einem Haus "," Photographic negative ","  ",NL Jovan Ritopečki"," 1975 "," "," ","  "," S018; S020 "," 2 "," 2004_img10.jpg "," 2004_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2005.1","Ritopečki, Jovan"," Mann beim Zerlegen eines Autoteils (vermutlich Motor) "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S014; S018; S019; S022 "," 2 "," 2005_img1.jpg "," 2005_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2005.2","Ritopečki, Jovan"," Drei Männer unterhalten sich "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S018; S019; S022 "," 3 "," 2005_img3.jpg "," 2005_img4.jpg "," 2005_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2005.3","Ritopečki, Jovan"," Ansichten vom Autoschrottplatz "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S014; S019; S022 "," 4 "," 2005_img6.jpg "," 2005_img7.jpg "," 2005_img8.jpg "," 2005_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2005.4","Ritopečki, Jovan"," Mann steht vor altem VW Bus "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S014; S018; S019; S022 "," 1 "," 2005_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2005.5","Ritopečki, Jovan"," Gestapelte Autos "," Photographic negative ","  ",NL Jovan Ritopečki"," 1972 "," "," ","  "," S014; S019; S022 "," 1 "," 2005_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2006.1","Ritopečki, Jovan"," Straßenkehrer mit Handkarren "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018; S021 "," 2 "," 2006_img1.jpg "," 2006_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2006.2","Ritopečki, Jovan"," Straßenkehrer mit Besen in der Hand "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018; S021 "," 2 "," 2006_img3.jpg "," 2006_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2006.3","Ritopečki, Jovan"," Straßenkehrer beim Kehren "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018; S021 "," 2 "," 2006_img5.jpg "," 2006_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2007.1","Ritopečki, Jovan"," Gruppenaufnahme in einer Halle mit Altkleidern "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S007 "," 3 "," 2007_img1.jpg "," 2007_img2.jpg "," 2007_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2007.2","Ritopečki, Jovan"," Mann bedient Maschine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 1 "," 2007_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2007.3","Ritopečki, Jovan"," Mann räumt Stoffetzen in eine Maschine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 2 "," 2007_img5.jpg "," 2007_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2007.4","Ritopečki, Jovan"," Arbeiterin zerschneidet Stoffetzen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 5 "," 2007_img7.jpg "," 2007_img8.jpg "," 2007_img9.jpg "," 2007_img10.jpg "," 2007_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2007.5","Ritopečki, Jovan"," Frau hält Kleidungsstück in der Hand "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S014 "," 5 "," 2007_img12.jpg "," 2007_img13.jpg "," 2007_img14.jpg "," 2007_img15.jpg "," 2007_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2007.6","Ritopečki, Jovan"," Menschen stöbern in Altkleidersammlung "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S014 "," 7 "," 2007_img17.jpg "," 2007_img18.jpg "," 2007_img19.jpg "," 2007_img20.jpg "," 2007_img21.jpg "," 2007_img22.jpg "," 2007_img23.jpg "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.1","Ritopečki, Jovan"," Reisende mit Gepäck am Gehsteig "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 2 "," 2008_img1.jpg "," 2008_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.10","Ritopečki, Jovan"," Mann liest Zeitschrift Yu Novosti "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S017; S019; S021; S038 "," 2 "," 2008_img19.jpg "," 2008_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.11","Ritopečki, Jovan"," Blick auf Reisende von hinten "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 2 "," 2008_img21.jpg "," 2008_img22.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.12","Ritopečki, Jovan"," Reisende warten vor dem Bus "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img23.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.13","Ritopečki, Jovan"," Mann mit Hut liest Yu Novosti "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.14","Ritopečki, Jovan"," Junge Verkäuferinnen von Yu Novosti "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S017; S019; S021; S038 "," 2 "," 2008_img25.jpg "," 2008_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.15","Ritopečki, Jovan"," Junge Frau beim Verkauf von Yu Novosti "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S017; S019; S021; S038 "," 1 "," 2008_img27.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.16","Ritopečki, Jovan"," Scheibtruhe mit Gepäck "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img28.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.17","Ritopečki, Jovan"," Wartende Reisende "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 5 "," 2008_img29.jpg "," 2008_img30.jpg "," 2008_img31.jpg "," 2008_img32.jpg "," 2008_img33.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.18","Ritopečki, Jovan"," Wartende vor Ticketschalter "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S011; S019; S021; S038 "," 1 "," 2008_img34.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.19","Ritopečki, Jovan"," Mann mit Essen vor dem Einstieg in den Bus "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img35.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.2","Ritopečki, Jovan"," Männer laden Gepäck auf das Dach eines Busses "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.20","Ritopečki, Jovan"," Wartende vor Ticketschalter "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S011; S019; S021; S038 "," 1 "," 2008_img36.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.3","Ritopečki, Jovan"," Reisende Frauen mit Gepäck im Gespräch "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.4","Ritopečki, Jovan"," Wartende Reisende vor Bussen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.5","Ritopečki, Jovan"," Mann verkauft Yu Novosti an Reisende "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.6","Ritopečki, Jovan"," Wartende "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 2 "," 2008_img7.jpg "," 2008_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.7","Ritopečki, Jovan"," Vollbeladener Kofferraum eines Taxis "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.8","Ritopečki, Jovan"," Reisende transportieren Gepäck in Scheibtruhen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 1 "," 2008_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2008.9","Ritopečki, Jovan"," Blick auf den Busbahnhof aus der Vogelperspektive "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S019; S021; S038 "," 7 "," 2008_img12.jpg "," 2008_img13.jpg "," 2008_img14.jpg "," 2008_img15.jpg "," 2008_img16.jpg "," 2008_img17.jpg "," 2008_img18.jpg "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.1","Ritopečki, Jovan"," Blick in eine Unterkunft "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 2 "," 2009_img9.jpg "," 2009_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.10","Ritopečki, Jovan"," Mann liest Brief "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S016; S025 "," 3 "," 2009_img35.jpg "," 2009_img36.jpg "," 2009_img37.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.11","Ritopečki, Jovan"," Mann rasiert sich "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 3 "," 2009_img38.jpg "," 2009_img39.jpg "," 2009_img40.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.12","Ritopečki, Jovan"," Männer unterhalten sich vor Waggon "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018 "," 3 "," 2009_img41.jpg "," 2009_img42.jpg "," 2009_img43.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.13","Ritopečki, Jovan"," Porträtaufnahmen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018 "," 10 "," 2009_img44.jpg "," 2009_img45.jpg "," 2009_img46.jpg "," 2009_img47.jpg "," 2009_img48.jpg "," 2009_img49.jpg "," 2009_img50.jpg "," 2009_img51.jpg "," 2009_img52.jpg "," 2009_img53.jpg "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.14","Ritopečki, Jovan"," Männer blicken aus einem Zugfenster "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S010; S018 "," 1 "," 2009_img54.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.15","Ritopečki, Jovan"," Zwei Männer neben den Gleisen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018 "," 2 "," 2009_img55.jpg "," 2009_img56.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.16","Ritopečki, Jovan"," Männer spazieren am Bahngelände "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2009_img57.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.17","Ritopečki, Jovan"," Mann beim Zeitung lesen in der Unterkunft "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S017; S025; S037 "," 3 "," 2009_img58.jpg "," 2009_img59.jpg "," 2009_img60.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.18","Ritopečki, Jovan"," Mann berührt Bilderrahmen mit Fotos an der Wand "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S007; S011; S025; S037 "," 1 "," 2009_img61.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.19","Ritopečki, Jovan"," Mann liegt auf dem Bett mit Flasche in der Hand und Zeitung vor sich "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S010; S017; S025; S037 "," 4 "," 2009_img62.jpg "," 2009_img63.jpg "," 2009_img64.jpg "," 2009_img65.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.2","Ritopečki, Jovan"," Mann spaziert im Freien "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S010 "," 2 "," 2009_img11.jpg "," 2009_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.20","Ritopečki, Jovan"," Porträts "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018 "," 13 "," 2009_img66.jpg "," 2009_img67.jpg "," 2009_img68.jpg "," 2009_img69.jpg "," 2009_img70.jpg "," 2009_img71.jpg "," 2009_img72.jpg "," 2009_img73.jpg "," 2009_img74.jpg "," 2009_img75.jpg "," 2009_img76.jpg "," 2009_img77.jpg "," 2009_img78.jpg "," "," "," "," "," " 
"o:vismig.m.2009.21","Ritopečki, Jovan"," Gruppe Eisenbahner beim Zeitunglesen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S017; S018 "," 2 "," 2009_img79.jpg "," 2009_img80.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.22","Ritopečki, Jovan"," Beim Wäschewaschen "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S018; S037 "," 3 "," 2009_img81.jpg "," 2009_img82.jpg "," 2009_img83.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.23","Ritopečki, Jovan"," Porträtaufnahmen eines Eisenbahners bei der Arbeit "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 7 "," 2009_img84.jpg "," 2009_img85.jpg "," 2009_img86.jpg "," 2009_img87.jpg "," 2009_img88.jpg "," 2009_img89.jpg "," 2009_img90.jpg "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.24","Ritopečki, Jovan"," Männer trinken Bier "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S010; S018 "," 2 "," 2009_img92.jpg "," 2009_img93.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.25","Ritopečki, Jovan"," Frau beim Ausschank "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2009_img94.jpg "," 2009_img95.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2009.26","Ritopečki, Jovan"," Frau wäscht Geschirr "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2009_img96.jpg "," 2009_img97.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
