"PID", "Creator", "Object title", "Type", "Format", "Licence/Copyright", "when", "notBefore", "notAfter", "OCM", "Internal keywords", "Image number", "Image 1", "Image 2", "Image 3", "Image 4", "Image 5", "Image 6", "Image 7", "Image 8", "Image 9", "Image 10", "Image 11", "Image 12", "Image 13", "Image 14", "Image 15", "Image 16", "Image 17", "Image 18" 
"o:vismig.m.2039.6","Ritopečki, Jovan"," Woman working on sewing machine "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S009 "," 3 "," 2039_img13.jpg "," 2039_img14.jpg "," 2039_img15.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.7","Ritopečki, Jovan"," Table and chairs "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002 "," 1 "," 2039_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.8","Ritopečki, Jovan"," Company staff meeting "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S009 "," 8 "," 2039_img17.jpg "," 2039_img18.jpg "," 2039_img19.jpg "," 2039_img20.jpg "," 2039_img21.jpg "," 2039_img22.jpg "," 2039_img23.jpg "," 2039_img24.jpg "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2039.9","Ritopečki, Jovan"," Distribution of Nas List at the end of a meeting "," Photographic negative ","  ",NL Jovan Ritopečki"," "," 1971 "," 1972 ","  "," S002; S009 "," 3 "," 2039_img25.jpg "," 2039_img26.jpg "," 2039_img27.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2040.1","Ritopečki, Jovan"," Man reparing a sewing machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 3 "," 2040_img1.jpg "," 2040_img2.jpg "," 2040_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2040.2","Ritopečki, Jovan"," Portrait of a worker in uniform "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2040_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2040.3","Ritopečki, Jovan"," Portrait of a worker in T-shirt "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2040_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2040.4","Ritopečki, Jovan"," Man ironing clothes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2040_img6.jpg "," 2040_img7.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2040.5","Ritopečki, Jovan"," Five workers chatting "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 2 "," 2040_img8.jpg "," 2040_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2040.6","Ritopečki, Jovan"," Woman working on sewing machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2040_img10.jpg "," 2040_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2041.1","Ritopečki, Jovan"," Teacher in front of blackboard "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S006 "," 2 "," 2041_img12.jpg "," 2041_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2041.2","Ritopečki, Jovan"," Teacher adressing the class "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S006 "," 2 "," 2041_img14.jpg "," 2041_img15.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2041.3","Ritopečki, Jovan"," Portraits of women taking notes in class "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S006 "," 5 "," 2041_img16.jpg "," 2041_img17.jpg "," 2041_img18.jpg "," 2041_img19.jpg "," 2041_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2041.4","Ritopečki, Jovan"," Course visitors taking notes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S006 "," 1 "," 2041_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2041.5","Ritopečki, Jovan"," Teacher explaining definite articles "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S006 "," 2 "," 2041_img22.jpg "," 2041_img23.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2041.6","Ritopečki, Jovan"," Course visitors listening "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S006 "," 3 "," 2041_img24.jpg "," 2041_img25.jpg "," 2041_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.1","Ritopečki, Jovan"," Two men stand next to hanging meat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2042_img1.jpg "," 2042_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.2","Ritopečki, Jovan"," Woman taking piece of meat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2042_img3.jpg "," 2042_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.3","Ritopečki, Jovan"," Woman putting piece of meat in an oven "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2042_img5.jpg "," 2042_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.4","Ritopečki, Jovan"," Woman hanging sausages "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2042_img7.jpg "," 2042_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.5","Ritopečki, Jovan"," Young man cutting meat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2042_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.6","Ritopečki, Jovan"," Man cutting meat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2042_img10.jpg "," 2042_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.7","Ritopečki, Jovan"," Small group of men cutting meat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2042_img12.jpg "," 2042_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.8","Ritopečki, Jovan"," Large group of men cutting meat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 4 "," 2042_img14.jpg "," 2042_img15.jpg "," 2042_img16.jpg "," 2042_img17.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2042.9","Ritopečki, Jovan"," The back of a worker "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 1 "," 2042_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2043.1","Ritopečki, Jovan"," A group of men working on a street "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018; S021 "," 4 "," 2043_img19.jpg "," 2043_img20.jpg "," 2043_img21.jpg "," 2043_img22.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2043.2","Ritopečki, Jovan"," Monument and traffic "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S021 "," 2 "," 2043_img23.jpg "," 2043_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2043.3","Ritopečki, Jovan"," Man operating a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018; S021 "," 4 "," 2043_img25.jpg "," 2043_img26.jpg "," 2043_img27.jpg "," 2043_img28.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.1","Ritopečki, Jovan"," Boy carrying a bag "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S021 "," 3 "," 2044_img3.jpg "," 2044_img4.jpg "," 2044_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.10","Ritopečki, Jovan"," Portrait of a small girl "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 1 "," 2044_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.2","Ritopečki, Jovan"," Two friends at the street "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S021 "," 4 "," 2044_img6.jpg "," 2044_img7.jpg "," 2044_img8.jpg "," 2044_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.3","Ritopečki, Jovan"," Boy with a bicycle "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S021 "," 1 "," 2044_img10.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.4","Ritopečki, Jovan"," Two girls reading at home "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 1 "," 2044_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.5","Ritopečki, Jovan"," Girl reading at the table "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 1 "," 2044_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.6","Ritopečki, Jovan"," Girl reading while standing "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 1 "," 2044_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.7","Ritopečki, Jovan"," Girl reading in a foteuille "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 1 "," 2044_img14.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.8","Ritopečki, Jovan"," Girl next to book shelves "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 2 "," 2044_img15.jpg "," 2044_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2044.9","Ritopečki, Jovan"," Portrait of a girl "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S013; S025 "," 1 "," 2044_img17.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.1","Ritopečki, Jovan"," Women working on bathrobes "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2045_img7.jpg "," 2045_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.10","Ritopečki, Jovan"," Big machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 1 "," 2045_img22.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.11","Ritopečki, Jovan"," Man working on a moving lane "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2045_img23.jpg "," 2045_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.12","Ritopečki, Jovan"," Two men working on a moving lane "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2045_img25.jpg "," 2045_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.2","Ritopečki, Jovan"," Group of women working on sewing machines "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2045_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.3","Ritopečki, Jovan"," Two women talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2045_img10.jpg "," 2045_img11.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.4","Ritopečki, Jovan"," Two women talking next to sewing machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2045_img12.jpg "," 2045_img13.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.5","Ritopečki, Jovan"," Women working on sewing machines "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2045_img14.jpg "," 2045_img15.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.6","Ritopečki, Jovan"," Woman working with towels "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2045_img16.jpg "," 2045_img17.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.7","Ritopečki, Jovan"," Woman and man talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 1 "," 2045_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.8","Ritopečki, Jovan"," Woman and man talking next to sewing machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 2 "," 2045_img19.jpg "," 2045_img20.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2045.9","Ritopečki, Jovan"," Woman working on big machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2045_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.1","Ritopečki, Jovan"," Factory hall "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 1 "," 2046_img25.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.10","Ritopečki, Jovan"," Woman with thread machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2046_img67.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.11","Ritopečki, Jovan"," Woman smiling next to thread machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2046_img68.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.12","Ritopečki, Jovan"," Man and woman talking next to thread machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 1 "," 2046_img69.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.13","Ritopečki, Jovan"," Woman working with threads "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 3 "," 2046_img73.jpg "," 2046_img74.jpg "," 2046_img75.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.14","Ritopečki, Jovan"," Man holding thread "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2046_img76.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.15","Ritopečki, Jovan"," Man and woman adding thread to a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 2 "," 2046_img77.jpg "," 2046_img78.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.2","Ritopečki, Jovan"," Man in suite and coat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2046_img26.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.3","Ritopečki, Jovan"," Woman and man working on a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 2 "," 2046_img27.jpg "," 2046_img28.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.4","Ritopečki, Jovan"," Portrait of a young woman "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2046_img29.jpg "," 2046_img30.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.5","Ritopečki, Jovan"," Man with mustache working "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2046_img33.jpg "," 2046_img34.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.6","Ritopečki, Jovan"," Man with breathing mask working on a big machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2046_img35.jpg "," 2046_img36.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.7","Ritopečki, Jovan"," Woman working on a threading machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2046_img61.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.8","Ritopečki, Jovan"," Woman working with special hand tool "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2046_img62.jpg "," 2046_img63.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2046.9","Ritopečki, Jovan"," Woman working on machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 3 "," 2046_img64.jpg "," 2046_img65.jpg "," 2046_img66.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.1","Ritopečki, Jovan"," Two women holding items "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2047_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.10","Ritopečki, Jovan"," People having a meal "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 2 "," 2047_img70.jpg "," 2047_img71.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.11","Ritopečki, Jovan"," Info board with house rules "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S037 "," 1 "," 2047_img72.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.2","Ritopečki, Jovan"," Women making shoe soles "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2047_img13.jpg "," 2047_img14.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.3","Ritopečki, Jovan"," Woman holding shoe soles "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2047_img15.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.4","Ritopečki, Jovan"," Two men talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2047_img16.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.5","Ritopečki, Jovan"," Man with a notebook "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2047_img17.jpg "," 2047_img18.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.6","Ritopečki, Jovan"," Man working with electric box "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2047_img19.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.7","Ritopečki, Jovan"," Man preparing models for shoes soles "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 3 "," 2047_img20.jpg "," 2047_img21.jpg "," 2047_img22.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.8","Ritopečki, Jovan"," Woman packing shoe soles in a box "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2047_img23.jpg "," 2047_img24.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2047.9","Ritopečki, Jovan"," Woman coloring shoe soles "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 2 "," 2047_img31.jpg "," 2047_img32.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2048.1","Ritopečki, Jovan"," Two men at a desk, talking "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2048_img2.jpg "," 2048_img3.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2048.2","Ritopečki, Jovan"," Man at a desk "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 3 "," 2048_img4.jpg "," 2048_img5.jpg "," 2048_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2048.3","Ritopečki, Jovan"," Man addressing the audience "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 3 "," 2048_img7.jpg "," 2048_img8.jpg "," 2048_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2048.4","Ritopečki, Jovan"," Man is talking and interacting with the audience "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 3 "," 2048_img10.jpg "," 2048_img11.jpg "," 2048_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2049.1","Ritopečki, Jovan"," Woman writing on a paper "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S003 "," 2 "," 2049_img1.jpg "," 2049_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2049.2","Ritopečki, Jovan"," Clerks at work "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S003 "," 2 "," 2049_img3.jpg "," 2049_img4.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2049.3","Ritopečki, Jovan"," Man talking to a clerk "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S003 "," 1 "," 2049_img5.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2049.4","Ritopečki, Jovan"," Woman talking to a clerk "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S003 "," 1 "," 2049_img6.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2049.5","Ritopečki, Jovan"," Portrait of a woman "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S009 "," 2 "," 2049_img7.jpg "," 2049_img8.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2049.6","Ritopečki, Jovan"," Men waiting in line in front of a desk "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S003 "," 1 "," 2049_img9.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2049.7","Ritopečki, Jovan"," Multitude of men is crowded in a corridor "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S003; S018 "," 3 "," 2049_img10.jpg "," 2049_img11.jpg "," 2049_img12.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.1","Ritopečki, Jovan"," Two men with work material "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2050_img1.jpg "," 2050_img2.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.10","Ritopečki, Jovan"," Portrait of a woman "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S009 "," 1 "," 2050_img21.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.11","Ritopečki, Jovan"," Two men smiling next to a machine "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 1 "," 2050_img22.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.12","Ritopečki, Jovan"," Wide view of a hall filled with shoes and workers "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 3 "," 2050_img23.jpg "," 2050_img24.jpg "," 2050_img25.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.13","Ritopečki, Jovan"," Man working on a skiing shoe "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002 "," 3 "," 2050_img26.jpg "," 2050_img27.jpg "," 2050_img28.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.14","Ritopečki, Jovan"," Man next to a Spritzaggregat "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2050_img29.jpg "," 2050_img30.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
"o:vismig.m.2050.15","Ritopečki, Jovan"," Young man working with a skiing shoe "," Photographic negative ","  ",NL Jovan Ritopečki"," 1973 "," "," ","  "," S002; S018 "," 2 "," 2050_img31.jpg "," 2050_img32.jpg "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," " 
